mj,kanji,lines,yomi,shrink
750,㝛,11,シュク・やど,宿
751,㝜,11,セキ・シャク,昔
752,㝝,11,リン,菻
753,㝞,11,ア,亞宦
754,㝟,11,ホウ・つきすすむ・ふれる・おかす,冒
755,㝠,11,メイ・くらい,冥
756,㝡,11,サイ,㝡最
757,㝢,12,ウ・のき,㝢宇
758,㝣,12,エイ・ケツ・ケチ・エツ・エチ,葜
760,㝤,13,コウ・ク,冓
761,㝥,13,ベイ・メイ・ビ・ミ,寐
762,㝦,13,シュン,
763,㝧,13,オン,穩穏
764,㝩,14,コウ,蓎
765,㝪,14,テン・チョウ,
766,㝫,15,リュウ,㝫
768,㝬,14,コ,㝬
769,㝭,15,セイ・ショウ,惺
770,㝮,15,サイ・セ,窾
771,㝯,15,キョウ・ギョウ,蕎
772,㝰,18,ベン・メン,
773,㝱,21,ム・ゆめ,夢梦
774,㝲,26,シン,寢寝
775,㝴,7,ガン・けずる,刓
776,㝵,8,ガイ・トク,㝵
777,㝶,10,トク,得
778,㝸󠄁,10,ヘン・ベン,
779,㝺,14,レン,歉
780,㝻,15,キン・ギン,僅
781,㝼,6,ウ,迂
782,𡯑,8,スイ,
783,㝾,8,サ,左尨
784,㝿,8,ハ・あしなえ,跛
785,㞀,9,カイ・ケ,灰豗
786,㞁,9,ヨウ・ビュウ・ミュウ,退
787,㞂,10,タイ・テ,逶妥
788,㞃,11,ケキ・ギャク,谹
789,㞄,11,アン・オン・オウ,尰掩
790,㞅,11,ラ,果
791,㞆,11,キ・イ,
792,㞇,12,ワイ・エ,退畏
793,㞈,12,ハチ・ハツ,遍
794,㞉,13,サツ・サチ,馗搓
795,㞊,14,シュツ,
796,㞋,5,ショク・シキ・デン・ネン,反
797,㞌,6,ヨウ,孕
798,㞍,6,コウ・しり,㞍尻
799,㞏,8,チュウ・ジュウ・キョウ・ギョウ,
800,㞐,8,キョ,居
801,㞑,8,ビ,尾
802,㞒,9,カイ・ケ・キ,屓
803,㞓,9,キ・ケイ,旨
804,㞕,9,セツ,屑
805,㞖,9,シ,𡱖朿
806,㞗,10,キュウ・グ,屎
807,㞘,11,トク,豚㹠
808,㞙,11,ニョウ,尿
809,㞚,12,ショウ・ソウ,届臿
810,㞛,12,キ,履
811,㞜,14,タイ・テ・サイ・セ・カ・ゲ・タ,屨靴鞾
812,㞟,15,テン・テイ・チョウ,奠墊
813,㞡,19,テン,展
814,㞢,4,シ,之
815,㞣,7,フン・ブン,芬
816,㞤,5,ギン・ゴン,岑
818,㞥,5,シン・ジン,尖
819,㞦,5,キ,屼
820,㞧,5,カイ,會会
821,㞨,6,シ,
822,㞩,6,ラン,嵐
823,㞪,6,ドウ・ノウ,
824,㞫,7,ソウ,走
825,㞬,6,キン,
826,㞭,6,タイ,仚
827,㞮,6,シュツ・スイ・デ・シュチ・でる・だす,出
828,㞯,6,キ,屺
829,㞰,7,キョ,
830,㞱,7,ショウ・シュ,旹
831,㞲,7,ギュウ・グ,忡岬
832,㞳,7,トウ・ツ,𡶡
833,㞴,7,チ・ジ,岷
834,㞶,7,ビン,岷汶
835,㞷󠄁,7,コウ・オウ,岦呈
836,㞷󠄀,7,,岦呈
837,㞹,8,カ,岢
838,㞺,8,ゾク,族
839,㞻,8,コウ・ゴウ,号
840,㞼,8,ショウ・ジョウ,丞
841,㞽,8,ケツ・カチ,岷戉
842,㞾,8,ジ・ニ,尼
843,㞿,8,キ,岐
844,㟀,8,レン,岳盉
845,㟁,8,ガン・きし,㟁岸
847,㟃,8,シ,司
848,㟄,9,ショウ・ゾウ,𡶡咩
849,㟅,9,ゴウ・グ,兇
850,㟇,10,サ・ザ,挫𡶡
851,㟈,10,キュウ・グ,球崍
852,㟉,10,ロウ,窂
853,㟊,10,フウ・ブ,桴崢
854,㟋,10,タイ・デ,
855,㟌,10,ボウ・モウ,尨
856,㟍,10,ロウ,埌
857,㟎,10,タイ・テ・タ,挼
858,㟏,10,カン・コン,谽
859,㟐󠄀,10,ボウ・モウ,
860,㟐󠄁,10,ボウ・モウ,
861,㟑,10,ホツ・ボチ,哱
862,㟒,10,キン,
863,㟓,10,キ・ゲ,唏崤
864,㟔,10,カン,谽
865,㟗,11,ヒン,
866,㟘,11,チョウ・ジョウ,啁
867,㟙,11,サク・ジャク,
868,㟚,11,キ,岐
869,㟛,11,サン・ザン,箝
870,㟜,11,ビ,弥
871,㟝,11,バイ,培
872,㟞,11,サン,碊
873,㟟󠄀,11,コウ,巷
874,㟟󠄁,12,,巷
875,㟠,11,コウ,岡
876,㟡,11,,箞
877,㟢,11,さき,㟢崎
878,㟦,12,ウン,暈
879,㟧󠄀,12,ガク,
880,㟧󠄁,12,ガク,
881,㟨,12,タン,㟨
882,㟩,12,ビン,岷汶
883,㟪,12,イ・ワイ・エ,喂
884,㟫,12,セン,泉湶洤
885,㟬,12,ソウ,叟
886,㟭,12,ビン,岷汶
887,㟰,13,ベイ・ミョウ,幎
888,㟱,13,ヨウ,糕
890,㟲,13,ゲン,嫄
891,㟳,13,リツ・リチ,㗚
892,㟴,13,カイ・ケ・イ,㟴嵬
893,㟵,13,コウ,岡
894,㟶,13,ゲン・ガン,原
895,㟸,13,コウ,
896,㟹,14,リョウ・ロウ,嶗
897,㟺,14,ロウ・ル,嶁
898,㟻,14,セン,塹壍
899,㟼,14,ゴク・ガク,
900,㟽,14,ヒョウ,㟽
901,㟾,14,ヨウ・ユ,墉
902,㟿,14,ボウ・モウ,
903,㠀,14,トウ・しま,㠀島
904,㠁,14,シン,
905,㠂,14,ゴウ,嗷
906,㠅,15,フク,復
907,㠆,15,タン・テイ・タイ,嘽
908,㠇,15,シュウ・シュ,就
909,㠈,15,ジュン・ニン,瞤
910,㠉󠄀,15,トウ・ズ,幢
911,㠉󠄁,15,トウ・ズ,幢
912,㠊,15,キョ・コ,嶇
913,㠋,15,ガク,
914,㠌,15,キ・カン・たかい,嵌
915,㠍,15,シュウ,集
916,㠎,15,ソウ・ゾウ・ショウ・ジョウ・シュウ・ジュウ,潗
917,㠏,14,カ・ゲ,嘩
918,㠐,15,キョウ,嶠
919,㠑,16,サイ・スイ・ゼ・セ,罪隹
920,㠒,16,ヒョウ,㟽
921,㠓,17,ボウ・ム,
922,㠔,16,ハイ・ヘ,薜
923,㠕󠄀,16,イ,嵬
924,㠕󠄁,16,イ,嵬
925,㠖,16,ギ,嶬䧧
926,㠗󠄀,16,オウ,嶴奥奧
927,㠗󠄁,15,オウ,嶴奥奧
928,㠘,17,ショ,嶼
929,㠙,17,コウ,崤
930,㠚,17,タイ・デ,對
931,㠛,17,ワク,
932,㠝,18,サン,巑
933,㠠,19,リョ・ロ,
934,㠡,19,ジョウ・ニョウ,嶬
935,㠢,19,カイ・エ,嵬
936,㠥,21,リツ・リチ・ライ・レ・ルイ,壘
937,㠦,21,フウ・フ,禮
938,㠧,22,ビ・ミ,靡
939,㠨,29,ウツ,欝
940,㠩,6,コウ,荒芒
941,㠪,4,キョ,巨五矩榘
942,㠭,12,テン,展
943,㠮,15,ホウ・ホ,肛
944,㠯󠄂,5,イ,㠯以
945,㠯󠄃,5,イ,㠯已
946,㠯󠄁,5,イ,㠯以
947,㠱,11,キ・ギ,箕杞
948,㠲,5,ヒ,叱
949,㠴,6,ジン・ニン・ジツ・ニチ,
950,㠵,6,コウ,芾
951,㠶󠄁,6,ハン・ボン・ほ,㠶帆
952,㠷,7,コウ,极帔
953,㠸,7,フ,褲
954,㠹,7,カイ,吤
955,㠺,7,サ・シャ・ビョウ・モウ,
956,㠻,7,キ,希
957,㠼,7,シ,忻
958,㠽,8,トウ・ズ,柊
959,㠾,8,エン・オン,帑
960,㠿,8,シ,呰
961,㡀,8,ヘイ・ベイ・ヘツ・ヘチ,㡀
962,㡁,9,カ・ケ・カイ,
963,㡂,9,レイ,裂
964,㡆,9,コウ・ボウ・モウ,梳
965,㡃,9,コウ・ボウ・モウ,梳
966,㡄,9,ジュン・シュン・まこと,恂
967,㡅,9,ダ・ナ,
968,㡇,10,テン・チョウ・ショウ,輒
969,㡈,10,ブン・モン・ベン・メン,悗
970,㡉,11,ケン・ゲン,弦
971,㡊,11,コウ,
972,㡋,11,ヨウ・アン・オン,崦
973,㡌󠄀,11,ボウ,帽
974,㡌󠄁,11,ボウ,帽
975,㡏,12,ス・シュ・ユ・トウ・ズ,繻
976,㡐,12,セン,揃
977,㡑,12,ショウ,揫
978,㡒,12,チュン・シュン・トン,楯
979,㡓,12,コン・ふんどし,褌
980,㡔,12,ボク・モク・ブ・ム・ボ・モ・ボウ・キョク,婺
981,㡕,12,エイ,央
983,㡖,12,チョウ・ジュ・トウ,幢
984,㡗,13,テイ・ダイ・ケイ・タイ・シ,
985,㡘,13,レン・リン,縑
986,㡙,13,ヘイ・ヒ・ビ,
987,㡚,13,コウ・ク,構
988,㡛󠄀,13,コウ・ボウ,慌
989,㡛󠄁,13,コウ,慌
990,㡜,14,セツ・セイ・セチ,㡜
991,㡝,14,ホウ・ブ,
992,㡞,14,ロウ・ル,嶁
993,㡟,14,ソウ,嘈
994,㡠,15,トウ,幀
995,㡡,15,チュウ・チュ・ジュ・とばり・かや,㡡
996,㡢󠄀,16,マン・バン・まく,幔
997,㡢󠄁,16,マン・バン・まく,幔
998,㡣,16,リョウ,龍竜
999,㡥,17,イン・オン,隱
1000,㡦,17,ヒン,檳
1001,㡧,20,トウ・チョウ,幀
1002,㡨,20,セン,懺
1003,㡩,22,ラン,巒
1004,㡪,21,ドン・ナン・ダイ・ネ・ダン,
1005,㡫,12,エイ・もとる,朅
1006,㡬,12,キ・いく・きざし・ちかい・ほとんど,幾
1007,㡭󠄀,14,ケイ・つぐ,繼継
1008,㡭󠄁,14,ケイ・つぐ,継繼
1009,㡮,16,キツ・ゴチ,幾
1010,㡯,6,タク・ト・ズ・ジャク・ダク・いえ,宅
1011,㡰,6,ウ,宇
1013,㡱,6,キュウ・ク,灸
1014,㡲,7,カン・ゲン,茂戌
1015,㡳,7,テイ,底
1016,㡴,8,ロウ,庄立
1017,㡵,8,レイ・リョウ,令
1018,㡶,8,シ,只
1019,㡷,8,ホン,床
1020,㡸,8,サ・シャ・ジャ,
1021,㡹,8,ショ・シ,疽
1022,㡺,8,タン,疸
1023,㡻,8,リョウ・リュウ・ル,廖
1024,㡼,9,エイ・イ,庾曳
1025,㡽,9,チョウ・ジョウ,庫聿
1026,㡾,9,カン・ゲン,痕
1027,㡿,9,セキ・しりぞける,斥斤舄
1028,㢀,9,シ,床
1029,㢁,9,シ,
1030,㢂,9,ゲン・タイ,店
1031,㢃,10,ロウ,痕
1032,㢄,10,トウ・ズ,痘
1033,㢅,10,ロウ・ル,弄挊
1034,㢆,10,テン,廛鄽
1035,㢈,11,タイ・デ,堆𠂤
1036,㢉,11,タ・ダ・タク・チャク,厤
1037,㢊,11,アイ・ア・イ,倚
1038,㢋,11,シ,
1039,㢍,12,エイ・ヨウ,庹英
1040,㢎,12,ショウ,臿庾
1041,㢏,12,トウ・ズ・ユ,庾逾
1042,㢑,13,サイ・セ,堆𠂤
1043,㢒,14,サ・ジャ,廬
1044,㢓,14,ショウ,障
1045,㢔,14,ソウ・ス,
1046,㢕,14,ヨウ・ユ・やわらぐ,廱雍
1047,㢖,15,ハン,審
1048,㢗,15,キョウ,僑
1050,㢙,16,キン,僅
1051,㢚,16,ロ,廬虜
1052,㢛,16,ゲン・ゴン・カン・コン,儉
1053,㢜,16,コウ,
1054,㢝,19,ソ・ス,蘇
1055,㢞,20,エキ・ヤク,廙翼
1056,㢟,6,テン,延
1057,㢡,14,ショウ・すすめる,奬奨獎
1058,㢢󠄀,15,ヘイ,弊
1059,㢢󠄁,15,ヘイ・ヘツ・つかれる・くるしむ,弊
1060,㢣󠄀,16,ケイ・ささげる,擎
1061,㢣󠄁,15,ケイ・ギョウ・ささげる・たかい・もつ,擎
1062,㢥,9,トウ・ズ,咸
1063,㢦,13,カ,
1064,㢧,4,ケン,卷巻糾糺
1065,㢨,6,カン,
1066,㢩,6,テキ・チャク,的
1067,㢪,6,オ,
1068,㢬,7,コウ,弘
1069,㢮,8,シ・ゆるむ,弛
1070,㢯,8,トン・ビン・ミン,弴
1071,㢰,8,ヒ・ビ,陂
1073,㢲,9,ソン,巽
1074,㢳,9,ロ,旅
1075,㢴󠄀,9,セイ,西
1076,㢴󠄁,8,サイ・シ・セイ・ヤク・にし,西
1077,㢵,9,キョウ,弽
1078,㢶,9,ヒツ,弼
1079,㢸,10,ヒツ,弼
1080,㢺,11,ケン・ゲン,弦
1081,㢻,11,ズイ・ニ・イ・ダイ・ネ,
1082,㢼,11,ヘツ,
1083,㢽,12,ジ,餌
1084,㢾,12,ケン・セン,
1085,㣀,13,チン,磌
1086,㣁,13,ヒ・ビ,備
1087,㣂,13,ガク・カク・ギャク・キャク,隔
1088,㣃,14,シュク,鬻粥
1089,㣄,15,キョ・ゴ,磲
1090,㣅,15,サン,
1091,㣆,21,シ・ビ・ミ・わたる,彌弥
1092,㣇󠄀,8,イ・テイ・ダイ,希
1093,㣇󠄁,8,イ,希
1094,㣈,16,シ・イ,肆
1095,㣉,6,コウ,工
1096,㣋,8,タン,丹
1097,㣌,8,サン,乩
1098,㣍,8,タイ,台臺
1099,㣎,11,ボク・モク・ビュウ・ミュ,皋
1100,㣏,12,セイ,靜静
1101,㣐,12,ヘン,變変
1102,㣑,14,ヨウ・ユ,容
1103,㣒,15,ショウ・ソウ,曾
1104,㣓,16,サン,粲
1105,㣔,5,テイ・チョウ,仃酊
1106,㣘,8,ク,
1107,㣙,8,テキ・ジャク・トク・ドク・チュウ・ジュ,宙
1108,㣚,9,トウ,侗
1109,㣛,9,トウ・カイ・イ,会會
1110,㣜,9,コウ・ギョウ,
1111,㣝,9,シュウ・シュ,
1112,㣞,9,タツ・ダチ,
1113,㣟,9,キツ・キチ,佶
1114,㣠,9,トウ,佟
1115,㣢,10,テイ・ダイ,俤
1116,㣣,10,セン,俠
1117,㣤,11,セン・ゼン,践踐
1118,㣥,11,チ・ジ,待
1119,㣦,11,イ,逶
1120,㣪,12,カン・ガン,
1121,㣫,12,ショウ・シュ・トウ・ズ・そぞろに,動
1122,㣬,12,シュウ,楫
1123,㣭,12,ソウ・ス,椶
1124,㣯,13,セツ・セチ,
1125,㣰,14,シツ・シチ,悉
1126,㣱,14,サク・ジャク,債
1127,㣲,14,ビ・かすか,微
1128,㣵,16,タツ・ダチ,達
1129,㣶,16,タン・テン,儃
1130,㣷,17,デイ・ニョウ,
1132,㣺󠄁,4,シン,㣺心
1133,㣺󠄂,4,シン・こころ,㣺心
1134,㣻,6,ガイ・ゲ,忞
1135,㣼󠄀,6,ジン,忍
1136,㣼󠄁,6,ニン・ジン・しのぶ,忍
1137,㣽,7,ジョ,怒恕
1138,㣾,6,サ・シャ,扠
1139,㣿,6,チョウ・シャク・テキ・チャク,
1140,㤁,8,テン・かたじけない,忝添沗
1141,㤂,8,キュウ・いそぐ,急
1142,㤃,7,ホウ,妨
1143,㤄,7,ハイ・ハツ・ホチ・ハチ,
1144,㤅󠄀,8,アイ・めでる,愛
1145,㤅󠄁,8,アイ・エ・キ・いつくしみ・いつくしむ・いとしい・おしむ・かなしい・めでる,愛
1146,㤆,7,ハン・ホン,仮
1148,㤇,7,オウ・なやむ,懊
1149,㤈,7,シン,
1150,㤉,7,カ・ケ・ガ・ゲ・ゴウ・ギョウ・ジ,枒
1151,㤊,7,コウ・ゴウ,
1152,㤋,7,フン,紛
1153,㤌,8,カン,甘
1154,㤍,9,コウ・キョウ,巧
1155,㤎,9,カ,恕
1156,㤏,8,トウ・ズ,恪佟
1157,㤐,9,チョウ・テン・セン,怗
1158,㤑,8,ユウ,佑怙
1159,㤒,8,コウ,忰
1160,㤓,8,ホン・ボン,体怵
1161,㤔,8,フ・ブ,怤
1162,㤕,8,チュツ・ホツ・ホチ・トツ・トチ・チュチ,拙
1163,㤖,8,チョ,詝
1164,㤗󠄁,9,タイ・やす,㤗泰
1165,㤗󠄂,9,タイ,㤗泰
1166,㤙,9,オン,恩
1167,㤚,9,コウ・ゴウ・よろこぶ,㤚
1168,㤛,9,ジン,恁
1169,㤜,9,キツ・キチ・ケツ・ケチ,
1170,㤝,9,シュウ・シュ,
1171,㤞,9,タク・ダク・タ・ジャク,侘
1172,㤟,10,キョウ,恐
1173,㤠,10,レツ,烈
1174,㤡,9,レツ・レチ・レイ,例
1175,㤢,9,イク,侑
1176,㤣,10,ホウ・ヒョウ,恋
1177,㤤,9,ユ,便洩
1178,㤥,9,カイ・ガイ,侅
1179,㤦,9,リ,使
1180,㤧,9,コウ・ゴ,垢
1181,㤨,9,キョウ・ク・コウ,供
1182,㤩,10,カク・つつしむ,恪愙
1183,㤪,10,エン,怨
1184,㤫,10,トク,
1185,㤬,9,イ・いかる,恚
1186,㤮,11,キョウ・コウ・オウ,狂瑟
1187,㤯,10,ケイ・キョウ,恫烱
1188,㤰,11,サク・ザク,怍
1189,㤱,10,フウ・フ・トウ・ヅ,梪
1190,㤲,11,キョウ,悉
1191,㤳,10,ハイ・ガイ,桮恬
1192,㤴,10,チョウ・ショウ,
1193,㤵,11,ジ・いつくしむ,慈
1194,㤶,10,ボウ・モウ,
1195,㤷,10,カン・ゴン,浛恰
1196,㤸,10,ケキ・キャク,焃
1197,㤹,10,キュウ・グ,救
1198,㤺󠄁,9,コウ・あわてる,慌
1199,㤺󠄀,10,コウ・くらい・ぼける,慌
1200,㤻,11,ロン・ラン,怨卵
1202,㤾,11,サン・タン・トン,探
1203,㤿,11,エン,俺
1204,㥀,11,ショク・ジキ・トク,徳德
1205,㥁,12,トク,徳悳德
1206,㥂,11,トク,得
1207,㥃,11,モン・もだえる,悶
1208,㥄,11,リョウ,
1209,㥅,11,シュウ・ジュ,授
1210,㥆,11,トツ・トチ・タイ・テ,棣
1211,㥇,11,サン・ザン,棧
1212,㥈,12,チョウ・ジョウ,惵
1213,㥉,11,フウ・フ,倍
1214,㥊,11,ホウ・ビョウ,
1215,㥋,12,イ・エ,悠
1216,㥌,11,キク・コク,掬
1217,㥍,11,キ,
1218,㥎,12,リ,惣
1219,㥏,11,テン・はじる,倎
1220,㥐,12,エン・オン・ウン・うらむ・かなしむ・にくむ,怨
1221,㥑,12,オウ・オ・ユウ,憂
1222,㥒,11,サイ,猜
1223,㥓,11,キ,倚
1224,㥔,11,イク,
1225,㥕,12,リン,憐
1226,㥖,12,ソウ・ス,聡
1228,㥚,12,ユ・ギョ・ゴ,
1229,㥛,11,キョク・コキ・カク・キャク,極
1230,㥜,12,イ,渭
1231,㥝,12,ベン・メン・ビ・ミ,弭
1232,㥞,12,スイ,隊
1233,㥟,12,カイ・ゲ・ケイ,掾
1234,㥠,12,ショ,
1235,㥡,12,チ,怩
1236,㥢,12,シュウ・ジュ,猶
1237,㥣,13,ケイ・エ,恵惠
1238,㥤,13,キン,矜
1239,㥥,12,グ,偶
1240,㥦,13,キョウ・こころよい,愜
1241,㥧,12,ジュン,順
1242,㥨,13,スイ・ズイ・イ,𠹤
1243,㥩,12,タ,偖
1244,㥬,13,ホウ・ボウ,傍
1245,㥭,13,タイ,
1246,㥮,13,ソウ・ショウ,
1247,㥯󠄁,14,イン・オン,㥯
1248,㥯󠄂,14,イン・オン,㥯
1249,㥰,13,ソウ,
1250,㥱󠄀,13,ヒ,悱
1251,㥱󠄁,13,ヒ,悱
1252,㥲,14,シン,慎愼
1253,㥳,13,ゲン・ガン,愿
1254,㥴,13,イ・シ・テイ・ダイ,褫
1255,㥵,13,コン,慁
1256,㥶,14,ソク・サイ・ケン,塞寨
1257,㥷,14,キョウ・エイ,
1258,㥸,14,ビン,閔愍
1259,㥹,14,ホン,粉忿
1260,㥺,13,コウ,榼
1261,㥼,14,イン・オン・エン,嫣
1262,㥽,14,サク・シャク,責
1263,㥾,14,ジョク・ニキ・トク・ジツ・ニチ,暱
1264,㥿,15,ゴウ,慠傲
1265,㦀,14,ホウ・ボ,熢
1266,㦁,15,レン・テン,連
1267,㦂,15,ショウ・ジョウ,常
1268,㦃,14,サン・セン,滻
1270,㦄,15,バ,麽
1271,㦅,14,タイ・テツ・デチ・テイ,
1272,㦆,14,コ・ク・カ・ケ,滹
1273,㦇,14,ロク,摝
1274,㦉,15,イ,懿
1275,㦊,15,カ・ゲ,燁
1276,㦋,15,タ・テ・シャ,
1277,㦌,16,サン・コツ・コチ・カツ・カチ・ケキ・キャク,毳
1278,㦍,15,ガク・ゴ,愕俉
1279,㦎,15,カク,畫
1280,㦏,15,シュン・セン,僎
1281,㦐,15,ジ・ニ,樲
1282,㦑,15,カン,憨
1283,㦒,15,リ・レイ・ライ,詈
1284,㦓,15,ケン・ゲン・デン・ネン・ゼン,燃
1285,㦔,16,エン,懕
1286,㦕,15,リュウ・リュ,隆
1287,㦖,15,モン,懣
1288,㦗,16,キン・コン・ゴン,襟
1289,㦘,17,ケキ・キャク,
1290,㦚,18,ヘン,辨
1291,㦛,17,ヨ,礜
1292,㦜,17,カク・ワク・キャク,驚
1293,㦝,18,バク,懇貌
1294,㦞,18,チュウ,燾
1295,㦟,18,バイ・マイ,懇貍
1296,㦡,18,ラク,樂楽
1297,㦢󠄀,18,セツ・セチ,㸅
1298,㦢󠄁,18,セチ・セツ,㸅
1301,㦣,20,エイ・エ・ワイ・エツ・エチ・ゲイ,衞
1302,㦤,20,イ・よい,懿
1303,㦥,19,ケン・カン・コン,
1305,㦦,19,ケキ・カク・キャク,
1306,㦧,19,サン・いたむ,惨慘
1307,㦨,20,ラン,嬾懶
1308,㦩,20,イン・オン,㥯
1309,㦪,20,ショウ,燮
1310,㦫,22,サツ・サチ,
1311,㦬,22,ラ,攞
1312,㦭,27,レイ・リョウ,怜
1313,㦮󠄀,6,サン・セン・ザン,戔銭錢
1314,㦮󠄂,6,セン・ゼン・ぜに,戔銭錢
1315,㦯,7,ワク・コク・ヨク・イキ・ある・あるいは,或
1316,㦰,8,セン,𢦏
1317,㦱,8,ガ,武
1318,㦲,8,サイ,哉
1320,㦴,10,カク・キャク,
1321,㦵,10,チュ,栽
1322,㦶󠄁,10,ヨウ・ユ,
1323,㦶󠄀,10,ヨウ・ユ・たけだけしい,
1324,㦷,11,ユウ,勇勈
1325,㦸󠄁,12,ゲキ,戟
1326,㦹,13,ヨウ,昜
1327,㦺,14,ジョク・ニク,辱
1328,㦻,15,シュウ,襲
1329,㦼,15,ソウ,舂
1330,㦽,17,イク,
1331,㦾,7,イ,
1332,㦿,8,カン・ケン・コ,戸
1333,㧀,8,キュウ・ゴウ,扆
1334,㧁,9,キョ・コ・コウ・ゴウ,闔
1335,㧂,9,テン,届
1336,㧃,5,シュウ・キュウ・ク,収收
1337,㧄,5,グ・ケン・コン・キュウ,扣
1338,㧅,5,ボク・なた,㓛
1339,㧆,6,キン・コン,扣柿
1340,㧇,6,ボウ・モウ,担
1341,㧈,6,イン,引
1342,㧉,7,カイ・ゲツ・ゴチ・コツ・ケツ・ケチ,汽
1343,㧊,7,ハツ・ハチ・バチ,柿
1344,㧋,7,ケン,状
1345,㧌,7,ボウ・モウ,毛
1346,㧍,7,ボウ・ホウ,仿
1347,㧎,7,ガ・ゲ・カ・ケ,枒
1348,㧒,8,ケツ・ゲツ・イツ・イチ・ウツ・ウチ,
1349,㧓,8,カ・ケ・ワ,抓
1350,㧔,8,カイ・ケ,找
1351,㧕,8,リュウ・ル,柳
1352,㧖,8,ヤク・おさえる,扼阨
1353,㧗,8,シ・セイ・サイ,批
1354,㧘,9,シ・ジ・キ・ギ・ヒ・サイ・セ,訾
1355,㧙,8,ヒツ・ヒ・ベチ・ヒチ・ヘツ・ビ,
1356,㧞󠄀,8,バツ・ぬく,拔抜
1357,㧞󠄁,8,バツ・ぬく・ぬける・ぬかす・ぬかる,抜拔
1359,㧡,9,イ・カイ・ガイ・キ・ケ,核
1360,㧢,9,イン,烟因
1361,㧣,9,シュ,株
1362,㧤,9,シュウ・ジュ,充
1363,㧥,9,セン,洗
1364,㧦,9,ケン・コウ・キョウ,掬
1365,㧧,10,ソ,梳
1366,㧨,9,キュウ,垢
1367,㧩,9,ハイ・バイ,珮
1368,㧪,9,キ・ギ,垝
1369,㧫,9,ボ・ジ・ニ・ゼン・ネン・ズイ,
1370,㧬,10,キョウ・ク,挐巩
1371,㧭,10,キョウ・グ,挐
1372,㧮,9,コツ・コチ,拍
1373,㧯,9,ロウ,栳拷
1374,㧲,10,サン,宋抹
1375,㧳,11,タイ・テ・ハイ・ヘ,拏扮
1376,㧴,10,ガ,
1377,㧶,10,コウ・キョウ,裑
1378,㧷,10,トン,呑括
1379,㧸,10,ホウ・ヒョウ,
1380,㧹,11,トク,棏
1381,㧺,11,トウ・ドウ,沓
1382,㧻,11,タク・ソク・トク,
1383,㧼,11,ヒョウ,俵
1384,㧽,11,コ,
1385,㧾,11,コツ・コチ,揔
1386,㧿,11,ソウ,從
1387,㨀,11,ヘイ,抦柄秉棅
1388,㨁,11,チ・ジ・ショク・ジキ,植
1389,㨂,11,カン・トウ・ツ・えらぶ,揀棟
1390,㨃,11,タイ・テ・トウ・ジョウ,
1391,㨄,11,チョウ・ジョウ,挑
1392,㨅,11,ゼイ・ネ・ジ・ニ・ジョウ・ニョウ,
1393,㨆,11,リン・ラン,琳
1394,㨇,12,ハン,掬
1395,㨉,12,ビン・ミン・ブン・モン,
1396,㨊,12,イ・タ,楕
1397,㨋,12,シャ,楮
1398,㨍,13,ホウ,犎
1399,㨎,12,ゼン・ネン・ズイ・ニ・ゼツ・ネチ,
1400,㨏,12,タン,炭
1401,㨐,12,ホウ・フ,褓
1402,㨒,12,ケイ・ケ,
1403,㨓,12,ロウ,搾
1404,㨔,12,カン・ゴン・うごかす,撼
1405,㨕,12,エイ,楹
1406,㨖,12,チ・ジ,緻
1407,㨗󠄀,12,ショウ,捷
1408,㨗󠄁,12,ショウ・かつ,捷
1409,㨙,13,カイ・ゲ・ケイ・ゲイ,徯
1410,㨚,13,シュン・ジュン,荀
1411,㨛,13,セン・ソン,
1412,㨜,13,ケン・ゴン・カン,據虔
1413,㨝,13,セツ・セチ,
1414,㨞,13,ソ・サク,
1415,㨟,13,カイ,榿
1416,㨠,13,ベン・メン,榠
1417,㨡,13,コツ・ゴチ・クチ・コン・ゴン,溷
1418,㨢,13,ヒ,
1419,㨣,13,ヨウ,擁
1420,㨤,13,カイ,滙
1421,㨥,13,ドウ・ノウ,納
1422,㨦,13,ショウ・シュ,㩳
1423,㨧,13,ホン・ボン,播畚
1424,㨨,13,チュウ・チュ・リク・ヨク,抽
1426,㨪,13,,榥攩
1427,㨭,14,コ・ゴ・ク,槴
1428,㨮,14,トウ・ツ,兜
1429,㨯󠄀,14,カク・ひろげる,擴拡
1430,㨯󠄁,14,オウ・カク・コウ・ひろがる・ひろげる・ひろめる,拡擴
1431,㨰,14,コン,滾
1432,㨱,14,ヨウ,搖揺
1433,㨲,14,サク,
1434,㨳,14,キ・ギ,
1435,㨴,14,ケン,建
1436,㨵,14,セン,揃棲栖棧牋㮍
1437,㨶,14,トウ・つく,搗擣
1438,㨷,14,キン・コン・ゴン・カン・ケン,艱
1439,㨸,14,バツ・マチ,樒
1440,㨹,14,ケイ・ケ・セイ・エイ・エ・セツ・セチ・セ,
1441,㨺,14,ベン・メン・ボン,捫
1442,㨻,15,サン・ザン・セン・ゼン・ゾン,撃
1443,㨼,15,リャク,掠黥
1444,㨽,14,ヒョク・ヒキ,副
1445,㨾󠄀,14,ヨウ,樣
1446,㨿󠄀,14,キョ,據拠
1447,㨿󠄁,14,ギャク・キョ・ケキ・コ・よる,拠據
1448,㩀,14,キョ・よる,據拠
1449,㩃,15,ケン,搴
1450,㩄,15,サイ,
1451,㩅,15,チュウ・チュ・ジュ・リク・ロク・リュウ・ル,抽
